"","X.1","X","U_ID","StartDate","Finished","ID","Picture","Color","Gender","Day","Month","Year","Certificate","QID93","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25_First.Click","Q25_Last.Click","Q25_Page.Submit","Q25_Click.Count","Q27_1","Q27_2","Q27_3","Q27_4","Q27_5","Q27_6","Q27_7","Q27_8","Q27_9","Q27_10","Q27_11","Q27_12","Q27_13","Q27_14","Q27_15","Q27_16","Q27_17","Q27_18","Q27_19","Score"
"441",443,443,"A495","08/06/2020 06:21",TRUE,"4788","Tractor ","Blue/Light Blue","Male",21,7,2005,"IB","","Mass per unit of volume - The degree of how much substance","mass/volume","Disagree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Bigger than","it has half the volume of the original block","Bigger than","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will sink","The 2 blocks will sink","Density","","More dense",7.27,113.078,114.121,2,"5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","5: Very true","1: Not at all true","1: Not at all true","5: Very true","5: Very true","5: Very true","5: Very true","4",8
"442",444,444,"A496","08/06/2020 06:21",TRUE,"4784","Starfish","Sky","Male",30,5,2005,"IB","","Density is the mass per unit volume of a material substance","mass/volume","Disagree","Because the density can always change even if the pressure or temperature is constant","Smaller than","it has half the volume of the original block","Smaller than","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","","Same density",52.703,52.703,54.448,1,"3: Somewhat true","4","2","5: Very true","5: Very true","2","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","2","4","2","2","1: Not at all true","4","5: Very true","4",10
"443",445,445,"A497","08/06/2020 06:21",TRUE,"4779","Sealion","Sky","Male",30,3,2006,"IB","","the mass per unit of any substance ","mass/volume","Not sure","","Bigger than","it has half the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will float","The 2 blocks will sink","Another answer?","We need to determine or know the mass of the object to see weather it will sink or not. Also, we need to know the density of the object compared to the water to see if it will float or not. So both density and mass affect weather we'll know weather the object will sink or not.","More dense",1.38,157.466,164.283,2,"5: Very true","5: Very true","4","5: Very true","5: Very true","2","3: Somewhat true","5: Very true","1: Not at all true","2","1: Not at all true","3: Somewhat true","5: Very true","1: Not at all true","5: Very true","5: Very true","4","5: Very true","3: Somewhat true",7
"444",446,446,"B498","06/06/2020 14:20",TRUE,"4756","Goat","Sky","Male",11,11,2008,"National","","Mass ÷volume","mass/volume","Agree","Because density is a property of the matter, and it can never change","Smaller than","it has twice the volume of the original block","Same as","Agree","Because what determines if an object will sink or float is the weight of the object","Twice the density of 1 kg of wood","it has half the mass of the original block","it has twice the density of the original block","It has half the volume, and half the density of the original block","The blocks will float","I am not sure","Density","","More dense",25.102,25.102,25.842,1,"1: Not at all true","5: Very true","1: Not at all true","2","5: Very true","1: Not at all true","5: Very true","5: Very true","3: Somewhat true","1: Not at all true","5: Very true","5: Very true","5: Very true","1: Not at all true","1: Not at all true","3: Somewhat true","5: Very true","1: Not at all true","1: Not at all true",5
"445",447,447,"A499","09/06/2020 04:17",TRUE,"4795","ant","strawberry","Male",19,6,2005,"IB","","how much mass is in an object","mass/volume","Agree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Same as","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","","Same density",10.658,64.79,65.806,3,"4","3: Somewhat true","2","3: Somewhat true","4","1: Not at all true","1: Not at all true","2","1: Not at all true","1: Not at all true","4","4","4","1: Not at all true","3: Somewhat true","2","4","4","4",15
"446",448,448,"A500","09/06/2020 04:18",TRUE,"4805","camel","strawberry","Male",13,6,2005,"IB","","mass times volume","mass X volume","Not sure","","Smaller than","it has half the volume of the original block","Smaller than","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will float","The 2 blocks will sink","Density","","More dense",2.668,5.891,6.828,7,"3: Somewhat true","3: Somewhat true","3: Somewhat true","4","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","4","2","1: Not at all true","1: Not at all true","2","2","1: Not at all true","3: Somewhat true","2",5
"447",449,449,"A501","09/06/2020 04:24",TRUE,"4799","Bear","Strawberry","Male",25,5,2005,"IB","","Density is a measure of mass per volume.","mass/volume","Agree","Because the density can always change even if the pressure or temperature is constant","Smaller than","it has the same volume as the original block","Smaller than","Agree","Because what determines if an object will sink or float is the volume (how big it is)","Twice the density of 1 kg of wood","it has twice the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will sink","The 2 blocks will sink","Mass only","","Less dense",7.592,7.592,9.357,1,"2","3: Somewhat true","3: Somewhat true","4","2","5: Very true","4","2","3: Somewhat true","3: Somewhat true","3: Somewhat true","4","2","3: Somewhat true","1: Not at all true","5: Very true","2","2","3: Somewhat true",4
"448",450,450,"A502","09/06/2020 04:21",TRUE,"4796","Armadillo","Pink","Female",8,2,2006,"IB","","Density is the solidity or the thickness of a substance ","mass/volume","Agree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Smaller than","it has half the volume of the original block","Smaller than","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will float","The 2 blocks will sink","Density","","More dense",13.191,13.191,14.128,1,"4","5: Very true","5: Very true","5: Very true","5: Very true","4","5: Very true","3: Somewhat true","3: Somewhat true","3: Somewhat true","4","3: Somewhat true","4","3: Somewhat true","3: Somewhat true","4","4","4","3: Somewhat true",10
"449",451,451,"A503","09/06/2020 04:23",TRUE,"4791","warles ","blue","Male",28,9,2005,"IB","","how much space is in an object","mass/volume","Not sure","","Smaller than","it has half the volume of the original block","Smaller than","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Half the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","I am not sure","I am not sure","Mass only","","More dense",67.034,67.034,68.006,1,"","","","","","","","","","","","","","","","","","","",5
"450",452,452,"A504","09/06/2020 04:23",TRUE,"4808","Caterpillar","Pink","Male",11,6,2005,"IB","","Density is a way to measure the amount of mass compared to the object's volume.","mass/volume","Agree","Because density is a property of the matter, and it can never change","Same as","it has half the volume of the original block","Same as","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","","Less dense",62.893,62.893,63.782,1,"3: Somewhat true","4","4","4","3: Somewhat true","3: Somewhat true","2","1: Not at all true","2","2","3: Somewhat true","1: Not at all true","2","2","3: Somewhat true","3: Somewhat true","2","3: Somewhat true","3: Somewhat true",14
"451",453,453,"A505","09/06/2020 04:23",TRUE,"4806","car ","pink ","Male",25,5,2005,"IB","","the degree or amount of how close the particles are in a substance ","mass/volume","Agree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Same as","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","I am not sure","The 2 blocks will sink","Density","","More dense",5.967,5.967,7.115,1,"4","3: Somewhat true","4","4","4","2","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","2","4","3: Somewhat true","3: Somewhat true",13
"452",454,454,"A506","09/06/2020 04:25",TRUE,"4793","Horse","Blue","Female",9,3,2006,"IB","","thickness ","mass/volume","Not sure","","Smaller than","it has half the volume of the original block","Smaller than","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has twice the density of the original block","It has half the volume, and half the density of the original block","I am not sure","I am not sure","Density","","Less dense",1.483,18.189,18.216,3,"3: Somewhat true","3: Somewhat true","5: Very true","4","5: Very true","5: Very true","1: Not at all true","1: Not at all true","3: Somewhat true","2","4","4","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","5: Very true","5: Very true","3: Somewhat true",7
"453",455,455,"A507","09/06/2020 04:19",TRUE,"4809","chick","strawberry","Male",19,2,2005,"IB","","the mass within a volume of an object","mass/volume","Agree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Bigger than","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","I am not sure","Density","","Less dense",6.399,6.399,8.184,1,"4","5: Very true","3: Somewhat true","5: Very true","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","2","4","2","3: Somewhat true","4","4","3: Somewhat true","3: Somewhat true",14
"454",456,456,"A508","09/06/2020 04:22",TRUE,"4807","cat","strawberry","Male",19,5,2005,"IB","","how much space an object in a relation to the ammount of matter in the object","mass/volume","Agree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Smaller than","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has twice the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will float","The 2 blocks will sink","Density","","More dense",29.047,29.047,30.551,1,"4","4","5: Very true","4","5: Very true","4","5: Very true","4","4","4","5: Very true","4","4","4","4","5: Very true","4","4","5: Very true",10
"455",457,457,"A509","09/06/2020 04:20",TRUE,"4800","beaver ","pink ","Male",22,4,2005,"IB","","density is how much space does an object or substance takes up","mass/volume","Agree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Smaller than","it has half the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","it has the same volume, but half the density of the original block","The blocks will float","The 2 blocks will sink","Density","","Less dense",52.043,105.45,106.724,2,"4","5: Very true","5: Very true","5: Very true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","4","5: Very true","5: Very true","4","4","4","5: Very true","5: Very true",8
"456",458,458,"A510","09/06/2020 04:25",TRUE,"4812","Cow","Strawberry","Female",6,11,2005,"IB","","Density is the amount of compactness of a substance.","mass/volume","Agree","Because density is a property of the matter, and it can never change","Same as","it has half the volume of the original block","Same as","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","I am not sure","Density","","Same density",8.167,11.01,12.59,2,"3: Somewhat true","4","3: Somewhat true","4","4","3: Somewhat true","3: Somewhat true","2","2","2","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","4","3: Somewhat true",13
"457",459,459,"A511","09/06/2020 04:27",TRUE,"4810","cobra","green","Female",18,9,2005,"IB","","it is the relation between mass and volume","mass/volume","Not sure","","Smaller than","it has twice the volume of the original block","Same as","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Half the density of 1 kg of wood","it has twice the mass of the original block","it has twice the density of the original block","It has half the volume, and half the density of the original block","The blocks will float","I am not sure","Density","","Less dense",7.868,7.868,9.272,1,"3: Somewhat true","5: Very true","4","5: Very true","4","5: Very true","4","1: Not at all true","2","3: Somewhat true","4","3: Somewhat true","5: Very true","3: Somewhat true","4","3: Somewhat true","5: Very true","4","5: Very true",5
"458",460,460,"A512","09/06/2020 04:27",TRUE,"4803","Bus","Pink","Female",2,1,2006,"IB","","How dense something is","mass/volume","Agree","Because density is a property of the matter, and it can never change","Same as","it has half the volume of the original block","Same as","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","","Same density",22.127,23.149,24.483,2,"3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","2","2","2","2","2","2","2","2","2","1: Not at all true","3: Somewhat true","3: Somewhat true","3: Somewhat true",14
"459",461,461,"A513","09/06/2020 04:27",TRUE,"4802","Buffalo","Pink","Female",11,4,2005,"IB","","Density is a resisting force present in fluids ","mass/volume","Agree","Because density is a property of the matter, and it can never change","Same as","it has half the volume of the original block","Same as","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","","Same density",18.83,18.83,20.053,1,"5: Very true","3: Somewhat true","2","5: Very true","2","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","4","2","3: Somewhat true","3: Somewhat true",14
"460",462,462,"A514","09/06/2020 04:23",TRUE,"4813","crocodile ","green","Male",1,2,2006,"IB","","density is the amount of compact in an object or substance and its a measurement ","mass/volume","Not sure","","Same as","it has half the volume of the original block","Same as","Disagree","Because what determines if an object will sink or float is the volume (how big it is)","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","I am not sure","The 2 blocks will float","Another answer?","I think all of the options have an impact yet the surface area of that object is what determines the most because no matter how much weight or mass an object is if it has a big surface area it will float ","Less dense",11.296,91.796,95.772,3,"3: Somewhat true","2","4","5: Very true","5: Very true","3: Somewhat true","5: Very true","3: Somewhat true","2","2","3: Somewhat true","4","5: Very true","1: Not at all true","4","3: Somewhat true","5: Very true","5: Very true","5: Very true",11
"461",463,463,"A515","09/06/2020 04:32",TRUE,"4801","bicycle ","purple/pink","Female",28,6,2005,"IB","","when an object takes a large area of an surface ","mass X volume","Disagree","Because density is a property of the matter, and it can never change","Bigger than","it has half the volume of the original block","Same as","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will sink","The 2 blocks will sink","Density","","More dense",17.867,17.867,19.006,1,"5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","2","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","4","1: Not at all true","4","1: Not at all true","3: Somewhat true","2","4","5: Very true","4",7
"462",464,464,"A516","09/06/2020 05:19",TRUE,"4836","Mantis","Strawberyy","Male",16,12,2006,"IB","","Density is the depth of an object","mass X volume","Agree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has the same volume as the original block","Same as","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Another answer?","It does not just depend on the density, mass or volume of the material it depends on the volume of the water","Less dense",1.347,58.31,59.352,3,"5: Very true","4","3: Somewhat true","5: Very true","5: Very true","2","2","2","2","2","4","2","1: Not at all true","2","5: Very true","5: Very true","4","5: Very true","4",12
"463",465,465,"A517","09/06/2020 05:20",TRUE,"4832","koala","strawberry","Female",13,7,2007,"IB","","density is a unit volume .","mass X volume","Not sure","","Bigger than","it has the same volume as the original block","Same as","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has twice the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","I am not sure","The 2 blocks will sink","Density","","More dense",4.952,4.952,5.951,1,"5: Very true","5: Very true","3: Somewhat true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","4","3: Somewhat true","4","4",3
"464",466,466,"A518","09/06/2020 05:19",TRUE,"4838","octupos","strawberry","Male",25,3,2007,"IB","","it is how comact something is","mass/volume","Not sure","","Same as","it has half the volume of the original block","Same as","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","I am not sure","The 2 blocks will float","Density","","Less dense",8.566,8.566,10.379,1,"3: Somewhat true","2","4","4","4","2","1: Not at all true","2","2","2","5: Very true","1: Not at all true","2","2","3: Somewhat true","2","3: Somewhat true","3: Somewhat true","3: Somewhat true",9
"465",467,467,"A519","09/06/2020 05:19",TRUE,"4833","Lion","Strawberry","Male",4,5,2006,"IB","","Volume and mass?","mass X volume","Disagree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has the same volume as the original block","Bigger than","Disagree","Because what determines if an object will sink or float is the weight of the object","Half the density of 1 kg of wood","it has twice the mass of the original block","it has twice the density of the original block","It has half the volume, but same density of the original block","I am not sure","The 2 blocks will float","Another answer?","Because of the weight and its mass.","Same density",3.991,28.855,30.363,2,"3: Somewhat true","5: Very true","3: Somewhat true","5: Very true","5: Very true","3: Somewhat true","3: Somewhat true","3: Somewhat true","1: Not at all true","1: Not at all true","5: Very true","1: Not at all true","5: Very true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true",5
"466",468,468,"A520","09/06/2020 05:19",TRUE,"4828","Helicopter","Strawberry","Male",17,10,2007,"IB","","density is the thickness of a material or how close molecules or particles are","volume/mass","Agree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has the same volume as the original block","Same as","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","","Less dense",7.213,9.452,10.372,2,"3: Somewhat true","3: Somewhat true","3: Somewhat true","4","5: Very true","3: Somewhat true","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","2","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true",14
"467",469,469,"A521","09/06/2020 05:20",TRUE,"4831","Kangroo ","Strawberry ","Female",31,10,2007,"IB","","How heavy this object is or the space it takes ","mass/volume","Disagree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will float","The 2 blocks will float","Density","","Same density",15.057,26.886,27.698,5,"5: Very true","4","4","5: Very true","5: Very true","2","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","5: Very true","4","5: Very true","5: Very true","5: Very true",8
"468",470,470,"A522","09/06/2020 05:25",TRUE,"4834","lizard","strawberry","Male",23,1,2008,"IB","","i dont know","mass/volume","Not sure","","Smaller than","it has twice the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","I am not sure","The 2 blocks will sink","Density","","Same density",22.621,24.363,25.422,2,"4","5: Very true","3: Somewhat true","4","4","3: Somewhat true","2","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","1: Not at all true","4","3: Somewhat true","3: Somewhat true","3: Somewhat true","4","5: Very true","5: Very true",6
"469",471,471,"A523","09/06/2020 05:21",TRUE,"4835","Llama","Pink","Female",16,11,2007,"IB","","When something is dense it means heavy or like thick ","mass X volume","Not sure","","Same as","it has half the volume of the original block","Smaller than","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","I am not sure","The 2 blocks will float","Density","","Less dense",12.748,12.748,14.757,1,"3: Somewhat true","3: Somewhat true","2","4","4","2","2","2","2","1: Not at all true","2","1: Not at all true","2","1: Not at all true","3: Somewhat true","3: Somewhat true","4","4","4",11
"470",472,472,"A524","09/06/2020 05:26",TRUE,"4826","Gorilla","Strawberry","Male",29,9,2007,"IB","","Density is compactness and thickness","mass X volume","Disagree","Because the density can always change even if the pressure or temperature is constant","Smaller than","it has half the volume of the original block","Smaller than","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","it has the same volume, but half the density of the original block","I am not sure","The 2 blocks will float","Density","","Less dense",6.488,6.488,7.879,1,"5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","1: Not at all true","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","5: Very true","1: Not at all true","4","4","5: Very true","5: Very true","5: Very true",7
"471",473,473,"A525","09/06/2020 05:25",TRUE,"4827","Grasshopper	Strawberry","Strawberry","Male",20,11,2006,"IB","","concentration","mass/volume","Agree","Because the density can always change even if the pressure or temperature is constant","Bigger than","it has twice the volume of the original block","Same as","Agree","Because what determines if an object will sink or float is the weight of the object","Twice the density of 1 kg of wood","it has twice the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Volume only","","More dense",6.33,7.595,7.898,2,"3: Somewhat true","2","2","5: Very true","4","3: Somewhat true","2","2","2","3: Somewhat true","4","3: Somewhat true","4","2","2","2","4","3: Somewhat true","3: Somewhat true",7
"472",474,474,"A526","09/06/2020 05:34",TRUE,"4829","hippo ","strawberry ","Female",26,6,2007,"IB","","it i","mass X volume","Not sure","","Smaller than","it has half the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","I am not sure","The 2 blocks will float","Density","","Less dense",14.857,14.857,16.504,1,"3: Somewhat true","5: Very true","4","5: Very true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","4","3: Somewhat true","5: Very true","5: Very true","4",8
"473",475,475,"A527","09/06/2020 05:34",TRUE,"4837","mouse","strawberry","Male",31,7,2007,"IB","","how heavy something is","volume/mass","Not sure","","Smaller than","it has half the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","I am not sure","The 2 blocks will float","Density","","Less dense",5.866,5.866,17.158,1,"3: Somewhat true","3: Somewhat true","3: Somewhat true","4","3: Somewhat true","2","1: Not at all true","3: Somewhat true","4","4","3: Somewhat true","1: Not at all true","4","3: Somewhat true","4","3: Somewhat true","5: Very true","5: Very true","5: Very true",6
"474",476,476,"A528","09/06/2020 05:36",TRUE,"4830","insect","strawberry","Male",21,5,2007,"IB","","The thickness of any object","mass X volume","Agree","Because density is a property of the matter, and it can never change","Same as","it has the same volume as the original block","Same as","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","","Less dense",18.845,18.845,20.158,1,"2","2","2","1: Not at all true","1: Not at all true","2","3: Somewhat true","3: Somewhat true","4","4","1: Not at all true","2","2","2","2","2","2","2","3: Somewhat true",13
"475",477,477,"A529","09/06/2020 06:21",TRUE,"4846","Seahorse","Strawberry","Male",2,8,2006,"IB","","Density is how much matter is in a confined space.","mass/volume","Agree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Same as","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","I am not sure","Density","","Less dense",14.227,18.346,19.073,3,"4","3: Somewhat true","4","5: Very true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","4","1: Not at all true","3: Somewhat true","2","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true",15
"476",478,478,"A530","09/06/2020 06:22",TRUE,"4847","Sealion","Strawberry","Male",6,2,2007,"IB","","the weight of an object devided by it's size ","mass/volume","Agree","Because density is a property of the matter, and it can never change","Smaller than","it has half the volume of the original block","Smaller than","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will sink","The 2 blocks will float","Density","","Less dense",14.172,14.724,15.749,2,"3: Somewhat true","4","5: Very true","4","5: Very true","5: Very true","5: Very true","3: Somewhat true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","5: Very true","4","5: Very true","5: Very true","5: Very true",10
"477",479,479,"A531","09/06/2020 06:21",TRUE,"4855","Tiger","Strawberry","Male",10,1,2007,"IB","","how close together particles are in an object","volume/mass","Disagree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has the same volume as the original block","Same as","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has the same mass as the original block","it has the same density as the original block","It has half the volume, and half the density of the original block","The blocks will sink","I am not sure","Density","","Same density",6.237,6.237,7.277,1,"3: Somewhat true","5: Very true","1: Not at all true","5: Very true","4","1: Not at all true","4","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","4","3: Somewhat true","4","5: Very true","3: Somewhat true",9
"478",480,480,"A532","09/06/2020 06:23",TRUE,"4850","ship","strawberry","Male",21,5,2006,"IB","","the thickness of an object","volume/mass","Disagree","Because the density can always change even if the pressure or temperature is constant","Smaller than","it has half the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the volume (how big it is)","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","I am not sure","I am not sure","Mass only","","More dense",15.962,35.891,36.685,3,"2","3: Somewhat true","2","4","5: Very true","2","1: Not at all true","2","2","1: Not at all true","3: Somewhat true","2","4","3: Somewhat true","2","2","3: Somewhat true","3: Somewhat true","3: Somewhat true",2
