"","ID","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Q21","Q22","Q23","Q24"
"396","4756B","its the comparison between a thing's mass to it's volume.","mass/volume","Agree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Same as","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","","Same density"
"397","4755B","is avolume and mass of a substance","volume/mass","Agree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Smaller than","it has half the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the weight of the object","Twice the density of 1 kg of wood","it has the same mass as the original block","it has half the density of the original block","It has half the volume, but same density of the original block","I am not sure","The 2 blocks will sink","Density","","Less dense"
"398","4710","its the characteristics of a substance as in mass over volume ","mass/volume","Disagree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Bigger than","it has the same volume as the original block","Smaller than","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has the same mass as the original block","it has the same density as the original block","it has the same volume, but half the density of the original block","The blocks will sink","The 2 blocks will float","Volume only","","Less dense"
"399","4746","Its meaning is the amount","volume/mass","Agree","Because density is a property of the matter, and it can never change","Bigger than","it has half the volume of the original block","Bigger than","Agree","Because what determines if an object will sink or float is the volume (how big it is)","Half the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","it has the same volume, but half the density of the original block","The blocks will float","The 2 blocks will float","Volume only","","Less dense"
"400","4739","mass divide by volume","mass/volume","Agree","Because density is a property of the matter, and it can never change","Smaller than","it has the same volume as the original block","Smaller than","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has the same mass as the original block","it has the same density as the original block","It has half the volume, but same density of the original block","I am not sure","The 2 blocks will float","Density","","Same density"
"401","4754","I don’t kkhow","mass X volume","Agree","Because density is a property of the matter, and it can never change","Bigger than","it has twice the volume of the original block","Smaller than","Disagree","Because what determines if an object will sink or float is the weight of the object","Twice the density of 1 kg of wood","it has twice the mass of the original block","it has twice the density of the original block","It has half the volume, but same density of the original block","The blocks will float","I am not sure","Mass only","","More dense"
"402","4755","luhcvgfjh","mass X volume","Agree","Because the density can always change even if the pressure or temperature is constant","Smaller than","it has twice the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the weight of the object","Twice the density of 1 kg of wood","it has the same mass as the original block","it has half the density of the original block","It has half the volume, but same density of the original block","I am not sure","The 2 blocks will float","Mass only","","Less dense"
"403","4742","amount of mass per volume","mass/volume","Agree","Because the density can always change even if the pressure or temperature is constant","Smaller than","it has twice the volume of the original block","Same as","Agree","Because what determines if an object will sink or float is the weight of the object","Half the density of 1 kg of wood","it has half the mass of the original block","it has twice the density of the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will sink","Density","","More dense"
"404","4750","Density is a big amount of living organisms.","mass X volume","Agree","Because density is a property of the matter, and it can never change","Smaller than","it has half the volume of the original block","Smaller than","Disagree","Because what determines if an object will sink or float is the volume (how big it is)","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will sink","The 2 blocks will float","Another answer?","If the object can swim, it will float.","Less dense"
"405","4748","i dont know","mass/volume","Not sure","","Same as","it has twice the volume of the original block","Same as","Disagree","Because what determines if an object will sink or float is the volume (how big it is)","Twice the density of 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will float","The 2 blocks will float","Mass only","","Same density"
"406","4753"," measure of mass per unit of volume","volume/mass","Agree","Because the density can always change even if the pressure or temperature is constant","Smaller than","it has twice the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the weight of the object","Half the density of 1 kg of wood","it has twice the mass of the original block","it has half the density of the original block","It has half the volume, but same density of the original block","The blocks will float","The 2 blocks will sink","Density","","Same density"
"407","4743","the degree of a substance","mass/volume","Agree","Because density is a property of the matter, and it can never change","Smaller than","it has twice the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the weight of the object","Twice the density of 1 kg of wood","it has half the mass of the original block","it has twice the density of the original block","It has half the volume, and half the density of the original block","I am not sure","The 2 blocks will sink","Density","","Same density"
"408","4760F","i do not know","mass/volume","Not sure","","Smaller than","it has half the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","I am not sure","The 2 blocks will sink","Density","","More dense"
"409","4767","how tightly packed an object is","mass/volume","Agree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Smaller than","it has half the volume of the original block","Smaller than","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will sink","Density","","Less dense"
"410","4778","fortune","mass/volume","Disagree","Because the density can always change even if the pressure or temperature is constant","Same as","it has half the volume of the original block","Same as","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Half the density of 1 kg of wood","it has half the mass of the original block","it has twice the density of the original block","it has the same volume, but half the density of the original block","The blocks will sink","The 2 blocks will sink","Volume only","","Same density"
"411","4777","is is the amount of the mass in the volume it is like the amount of balls in a bucket ","mass X volume","Disagree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Smaller than","it has half the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the volume (how big it is)","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will sink","The 2 blocks will float","Density","","Less dense"
"412","4763","The amount of matter an object has its volume ","mass/volume","Agree","Because density is a property of the matter, and it can never change","Smaller than","it has twice the volume of the original block","Bigger than","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will sink","Density","","More dense"
"413","4768","How dense an object is, meaning how compressed it is.","mass/volume","Disagree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Smaller than","it has half the volume of the original block","Bigger than","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will sink","Density","","Less dense"
"414","4773","I don't know","mass X volume","Not sure","","Smaller than","it has the same volume as the original block","Bigger than","Not sure","","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","I am not sure","I am not sure","Density","","More dense"
"415","4765","A hard, heavy and deep thing. Not easily done.","volume/mass","Disagree","Because the density can always change even if the pressure or temperature is constant","Smaller than","it has half the volume of the original block","Same as","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will float","The 2 blocks will sink","Another answer?","All of them will determine. The volume, mass and density, will make the object either sink or float. ","More dense"
"416","4764F","destiny is fate","mass X volume","Not sure","","Same as","it has half the volume of the original block","Same as","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has the same mass as the original block","it has half the density of the original block","It has half the volume, but same density of the original block","I am not sure","I am not sure","Another answer?","if the water gets inside the object it would get pulled down","Same density"
"417","4770","the weight of a substance.","mass/volume","Agree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Smaller than","it has half the volume of the original block","Bigger than","Agree","Because what determines if an object will sink or float is the weight of the object","Twice the density of 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","I am not sure","I am not sure","Density","","More dense"
"418","4775","how much pressure there is on an object ","volume/mass","Agree","Because the density can always change even if the pressure or temperature is constant","Smaller than","it has half the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the weight of the object","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will float","The 2 blocks will sink","Mass only","","Less dense"
"419","4769","Density is a word we use to describe how much space an object or substance takes up (its volume) in relation to the amount of matter in that object or substance (its mass).","mass/volume","Disagree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Smaller than","it has the same volume as the original block","Same as","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, and half the density of the original block","The blocks will float","The 2 blocks will sink","Density","","More dense"
"420","4771","the degree of compactness of a substance","mass/volume","Agree","Because density is a property of the matter, and it can never change","Smaller than","it has twice the volume of the original block","Bigger than","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Half the density of 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","I am not sure","The 2 blocks will sink","Density","","More dense"
"421","4740","mass / volume","mass/volume","Disagree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Smaller than","it has half the volume of the original block","Smaller than","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Half the density of 1 kg of wood","it has half the mass of the original block","it has twice the density of the original block","It has half the volume, and half the density of the original block","The blocks will sink","The 2 blocks will float","Density","","Less dense"
"422","4823","Density is a measure of mass per volume.","volume/mass","Disagree","Because density is a property of the matter, and it can never change","Smaller than","it has twice the volume of the original block","Bigger than","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Half the density of 1 kg of wood","it has twice the mass of the original block","it has twice the density of the original block","It has half the volume, and half the density of the original block","The blocks will sink","I am not sure","Volume only","","Same density"
"423","4816","a degree of campavtness of a substance ","mass/volume","Agree","Because density is a property of the matter, and it can never change","Smaller than","it has half the volume of the original block","Bigger than","Agree","Because what determines if an object will sink or float is the volume (how big it is)","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","it has the same volume, but half the density of the original block","The blocks will float","The 2 blocks will float","Volume only","","Less dense"
"424","4820","The degree of compacctness of a substance ","mass/volume","Disagree","Because the density can always change even if the pressure or temperature is constant","Bigger than","it has twice the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the volume (how big it is)","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will sink","The 2 blocks will sink","Volume only","","More dense"
"425","4817","the degree of compactness","mass/volume","Agree","Because the density can always change even if the pressure or temperature is constant","Bigger than","it has twice the volume of the original block","Smaller than","Disagree","Because what determines if an object will sink or float is the volume (how big it is)","Twice the density of 1 kg of wood","it has the same mass as the original block","it has half the density of the original block","it has the same volume, but half the density of the original block","I am not sure","The 2 blocks will float","Density","","Less dense"
"426","4824","How dense something is","mass X volume","Not sure","","Smaller than","it has half the volume of the original block","Smaller than","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","","Same density"
"427","4815","the density of substance is the mass of each unit per volume","mass/volume","Disagree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Smaller than","it has half the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, but same density of the original block","The blocks will float","The 2 blocks will sink","Density","","More dense"
"428","4825","mass x volume","mass X volume","Disagree","Because the density can always change even if the pressure or temperature is constant","Smaller than","it has half the volume of the original block","Smaller than","Not sure","","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","it has the same volume, but half the density of the original block","The blocks will float","I am not sure","Density","","Less dense"
"429","4819","is a mass per unit volume","volume/mass","Agree","Because density is a property of the matter, and it can never change","Bigger than","it has half the volume of the original block","Bigger than","Disagree","Because what determines if an object will sink or float is the volume (how big it is)","Twice the density of 1 kg of wood","it has the same mass as the original block","it has twice the density of the original block","It has half the volume, but same density of the original block","The blocks will float","The 2 blocks will sink","Another answer?","","Same density"
"430","4822","measure of mass per volume","mass/volume","Agree","Because the density can always change even if the pressure or temperature is constant","Smaller than","it has half the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the weight of the object","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, but same density of the original block","The blocks will float","The 2 blocks will sink","Density","","Less dense"
"431","4821","Mass of the volume of the subject","mass/volume","Agree","Because density is a property of the matter, and it can never change","Bigger than","it has half the volume of the original block","Same as","Agree","Because what determines if an object will sink or float is the weight of the object","Twice the density of 1 kg of wood","it has the same mass as the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will sink","The 2 blocks will float","Density","","More dense"
"432","4818","a measure of the amount of information on a storage medium","mass/volume","Not sure","","Smaller than","it has the same volume as the original block","Smaller than","Not sure","","Twice the density of 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, and half the density of the original block","I am not sure","I am not sure","Density","","Less dense"
"433","4781","mass/volume ratio btw mass and volume","mass/volume","Agree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Same as","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","","Less dense"
"434","4789","It is the relationship between the amount of volume of an object and its mass","volume/mass","Agree","Because density is a property of the matter, and it can never change","Same as","it has half the volume of the original block","Same as","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will sink","Density","","More dense"
"435","4782","density is how much space an object takes according to its mass","mass/volume","Agree","Because density is a property of the matter, and it can never change","Smaller than","it has half the volume of the original block","Smaller than","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has the same mass as the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will float","The 2 blocks will sink","Density","","Less dense"
"436","4786","amount of particles in a specific volume","mass/volume","Disagree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has the same volume as the original block","Same as","Disagree","Because what determines if an object will sink or float is the weight of the object","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will sink","Another answer?","weight and buoyancy forces ","Less dense"
"437","4783","It's the thiickness of an object which equals mass/volume","mass/volume","Disagree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Bigger than","it has the same volume as the original block","Bigger than","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will float","The 2 blocks will sink","Volume only","","More dense"
"438","4787","it's how much space or volume an object takes ","mass/volume","Not sure","","Smaller than","it has the same volume as the original block","Smaller than","Not sure","","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will float","I am not sure","Another answer?","","More dense"
"439","4785","The mass per unit volume of a substance ","mass/volume","Agree","Because density is a property of the matter, and it can never change","Same as","it has half the volume of the original block","Same as","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","","Less dense"
"440","4780","the space that an object takes up relative to its mass","mass/volume","Disagree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Same as","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","","Less dense"
"441","4788","Mass per unit of volume - The degree of how much substance","mass/volume","Disagree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Bigger than","it has half the volume of the original block","Bigger than","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will sink","The 2 blocks will sink","Density","","More dense"
"442","4784","Density is the mass per unit volume of a material substance","mass/volume","Disagree","Because the density can always change even if the pressure or temperature is constant","Smaller than","it has half the volume of the original block","Smaller than","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","","Same density"
"443","4779","the mass per unit of any substance ","mass/volume","Not sure","","Bigger than","it has half the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will float","The 2 blocks will sink","Another answer?","We need to determine or know the mass of the object to see weather it will sink or not. Also, we need to know the density of the object compared to the water to see if it will float or not. So both density and mass affect weather we'll know weather the object will sink or not.","More dense"
"444","4756","Mass ÷volume","mass/volume","Agree","Because density is a property of the matter, and it can never change","Smaller than","it has twice the volume of the original block","Same as","Agree","Because what determines if an object will sink or float is the weight of the object","Twice the density of 1 kg of wood","it has half the mass of the original block","it has twice the density of the original block","It has half the volume, and half the density of the original block","The blocks will float","I am not sure","Density","","More dense"
"445","4795","how much mass is in an object","mass/volume","Agree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Same as","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","","Same density"
"446","4805","mass times volume","mass X volume","Not sure","","Smaller than","it has half the volume of the original block","Smaller than","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will float","The 2 blocks will sink","Density","","More dense"
"447","4799","Density is a measure of mass per volume.","mass/volume","Agree","Because the density can always change even if the pressure or temperature is constant","Smaller than","it has the same volume as the original block","Smaller than","Agree","Because what determines if an object will sink or float is the volume (how big it is)","Twice the density of 1 kg of wood","it has twice the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will sink","The 2 blocks will sink","Mass only","","Less dense"
"448","4796","Density is the solidity or the thickness of a substance ","mass/volume","Agree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Smaller than","it has half the volume of the original block","Smaller than","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will float","The 2 blocks will sink","Density","","More dense"
"449","4791","how much space is in an object","mass/volume","Not sure","","Smaller than","it has half the volume of the original block","Smaller than","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Half the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","I am not sure","I am not sure","Mass only","","More dense"
"450","4808","Density is a way to measure the amount of mass compared to the object's volume.","mass/volume","Agree","Because density is a property of the matter, and it can never change","Same as","it has half the volume of the original block","Same as","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","","Less dense"
"451","4806","the degree or amount of how close the particles are in a substance ","mass/volume","Agree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Same as","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","I am not sure","The 2 blocks will sink","Density","","More dense"
"452","4793","thickness ","mass/volume","Not sure","","Smaller than","it has half the volume of the original block","Smaller than","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has twice the density of the original block","It has half the volume, and half the density of the original block","I am not sure","I am not sure","Density","","Less dense"
"453","4809","the mass within a volume of an object","mass/volume","Agree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Bigger than","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","I am not sure","Density","","Less dense"
"454","4807","how much space an object in a relation to the ammount of matter in the object","mass/volume","Agree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Smaller than","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has twice the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will float","The 2 blocks will sink","Density","","More dense"
"455","4800","density is how much space does an object or substance takes up","mass/volume","Agree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Smaller than","it has half the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","it has the same volume, but half the density of the original block","The blocks will float","The 2 blocks will sink","Density","","Less dense"
"456","4812","Density is the amount of compactness of a substance.","mass/volume","Agree","Because density is a property of the matter, and it can never change","Same as","it has half the volume of the original block","Same as","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","I am not sure","Density","","Same density"
"457","4810","it is the relation between mass and volume","mass/volume","Not sure","","Smaller than","it has twice the volume of the original block","Same as","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Half the density of 1 kg of wood","it has twice the mass of the original block","it has twice the density of the original block","It has half the volume, and half the density of the original block","The blocks will float","I am not sure","Density","","Less dense"
"458","4803","How dense something is","mass/volume","Agree","Because density is a property of the matter, and it can never change","Same as","it has half the volume of the original block","Same as","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","","Same density"
"459","4802","Density is a resisting force present in fluids ","mass/volume","Agree","Because density is a property of the matter, and it can never change","Same as","it has half the volume of the original block","Same as","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","","Same density"
"460","4813","density is the amount of compact in an object or substance and its a measurement ","mass/volume","Not sure","","Same as","it has half the volume of the original block","Same as","Disagree","Because what determines if an object will sink or float is the volume (how big it is)","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","I am not sure","The 2 blocks will float","Another answer?","I think all of the options have an impact yet the surface area of that object is what determines the most because no matter how much weight or mass an object is if it has a big surface area it will float ","Less dense"
"461","4801","when an object takes a large area of an surface ","mass X volume","Disagree","Because density is a property of the matter, and it can never change","Bigger than","it has half the volume of the original block","Same as","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will sink","The 2 blocks will sink","Density","","More dense"
"462","4836","Density is the depth of an object","mass X volume","Agree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has the same volume as the original block","Same as","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Another answer?","It does not just depend on the density, mass or volume of the material it depends on the volume of the water","Less dense"
"463","4832","density is a unit volume .","mass X volume","Not sure","","Bigger than","it has the same volume as the original block","Same as","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has twice the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","I am not sure","The 2 blocks will sink","Density","","More dense"
"464","4838","it is how comact something is","mass/volume","Not sure","","Same as","it has half the volume of the original block","Same as","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","I am not sure","The 2 blocks will float","Density","","Less dense"
"465","4833","Volume and mass?","mass X volume","Disagree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has the same volume as the original block","Bigger than","Disagree","Because what determines if an object will sink or float is the weight of the object","Half the density of 1 kg of wood","it has twice the mass of the original block","it has twice the density of the original block","It has half the volume, but same density of the original block","I am not sure","The 2 blocks will float","Another answer?","Because of the weight and its mass.","Same density"
"466","4828","density is the thickness of a material or how close molecules or particles are","volume/mass","Agree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has the same volume as the original block","Same as","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","","Less dense"
"467","4831","How heavy this object is or the space it takes ","mass/volume","Disagree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will float","The 2 blocks will float","Density","","Same density"
"468","4834","i dont know","mass/volume","Not sure","","Smaller than","it has twice the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","I am not sure","The 2 blocks will sink","Density","","Same density"
